,FEATURE_1,FEATURE_2,FEATURE_3,FEATURE_4,FEATURE_5,FEATURE_6,FEATURE_7,FEATURE_8,FEATURE_9,FEATURE_10,FEATURE_11,FEATURE_12,FEATURE_13,FEATURE_14,FEATURE_15,FEATURE_16,FEATURE_17,FEATURE_18,FEATURE_19,FEATURE_20,FEATURE_21,FEATURE_22,FEATURE_23,FEATURE_24,FEATURE_25,FEATURE_26,FEATURE_27,FEATURE_28,FEATURE_29,FEATURE_30,FEATURE_31,FEATURE_32,MEAN,VARIANCE,PERSON
383,26317,106617,92530,41331,85310,59391,46904,77626,85958,45618,47788,80429,24079,78377,81445,31046,26317,106617,92530,41331,85310,59391,46904,77626,85958,45618,47788,80429,24079,78377,81445,31046,39,7,7
384,18101,95062,106479,38785,81220,51825,46078,99858,70143,52696,52630,102180,25650,97619,83953,32856,18101,95062,106479,38785,81220,51825,46078,99858,70143,52696,52630,102180,25650,97619,83953,32856,41,7,8
385,25143,86679,99158,39543,81635,43561,43757,74735,78510,35513,50787,92703,22799,94494,90966,27723,25143,86679,99158,39543,81635,43561,43757,74735,78510,35513,50787,92703,22799,94494,90966,27723,38,7,8
386,32851,90314,107878,32587,99158,42773,49288,82588,85593,22356,48624,85453,48172,100223,97305,23352,32851,90314,107878,32587,99158,42773,49288,82588,85593,22356,48624,85453,48172,100223,97305,23352,40,7,8
387,27633,103727,103266,35293,72860,56408,61885,62229,81049,29422,56742,68823,23832,96591,88625,18307,27633,103727,103266,35293,72860,56408,61885,62229,81049,29422,56742,68823,23832,96591,88625,18307,38,7,8
388,35274,114755,111662,35538,79190,60474,47900,81620,95381,58517,56898,81911,19479,89451,79403,23949,35274,114755,111662,35538,79190,60474,47900,81620,95381,58517,56898,81911,19479,89451,79403,23949,41,7,8
389,40743,107215,114567,26768,105513,44136,39103,82475,115027,41490,43702,84911,35163,103961,92500,17084,40743,107215,114567,26768,105513,44136,39103,82475,115027,41490,43702,84911,35163,103961,92500,17084,42,7,8
390,38357,107585,107719,35516,84892,56223,38425,86504,99360,59824,42382,78091,22906,87846,86196,19109,38357,107585,107719,35516,84892,56223,38425,86504,99360,59824,42382,78091,22906,87846,86196,19109,41,7,8
391,31165,100507,99938,39363,90293,50439,43983,100021,100785,50674,54171,99086,16686,89457,103122,43216,31165,100507,99938,39363,90293,50439,43983,100021,100785,50674,54171,99086,16686,89457,103122,43216,43,7,8
392,30632,73756,69392,22844,76808,45021,45125,82417,79727,41302,51714,86528,30805,77029,86257,32202,30632,73756,69392,22844,76808,45021,45125,82417,79727,41302,51714,86528,30805,77029,86257,32202,36,7,9
393,29642,80228,72308,25754,82494,48713,40646,91740,81202,38609,42158,93295,32980,89766,81830,28854,29642,80228,72308,25754,82494,48713,40646,91740,81202,38609,42158,93295,32980,89766,81830,28854,37,7,9
394,29184,89947,86024,26530,81441,50905,38902,79900,80155,38230,38949,85037,31419,80330,79614,25088,29184,89947,86024,26530,81441,50905,38902,79900,80155,38230,38949,85037,31419,80330,79614,25088,36,7,9
395,21333,89756,73958,25353,78553,48148,38691,74124,82355,51413,52915,80912,29225,103086,90048,32666,21333,89756,73958,25353,78553,48148,38691,74124,82355,51413,52915,80912,29225,103086,90048,32666,37,7,9
396,32510,103354,74025,27921,82496,69835,54840,76360,84009,51116,46182,92773,35247,73243,88927,34016,32510,103354,74025,27921,82496,69835,54840,76360,84009,51116,46182,92773,35247,73243,88927,34016,40,7,9
397,28932,76003,90725,28874,81789,52474,48296,67959,58017,52500,41811,97659,7507,87440,78626,27501,28932,76003,90725,28874,81789,52474,48296,67959,58017,52500,41811,97659,7507,87440,78626,27501,36,7,9
398,23194,85970,72761,26111,86925,48736,53674,71185,93744,45174,49560,83931,30864,92594,80853,34318,23194,85970,72761,26111,86925,48736,53674,71185,93744,45174,49560,83931,30864,92594,80853,34318,38,7,9
399,30039,74819,74083,37893,80407,58801,55298,73156,81248,53644,48665,77826,20328,75431,76653,37402,30039,74819,74083,37893,80407,58801,55298,73156,81248,53644,48665,77826,20328,75431,76653,37402,37,7,9
400,0,3360,4800,0,3840,94560,83280,5520,4560,87600,95280,5280,0,5760,6720,0,0,3360,4800,0,3840,94560,83280,5520,4560,87600,95280,5280,0,5760,6720,0,15,5,46
401,0,11040,11280,0,13440,110160,98880,13680,14640,106080,100080,13440,0,14160,16320,0,0,11040,11280,0,13440,110160,98880,13680,14640,106080,100080,13440,0,14160,16320,0,20,6,46
402,0,11040,12720,0,12720,96480,95760,13920,11760,108720,91680,13200,0,13680,10080,0,0,11040,12720,0,12720,96480,95760,13920,11760,108720,91680,13200,0,13680,10080,0,19,5,46
403,0,10560,13920,0,14400,86160,107040,19680,15120,106560,96720,17760,0,18960,16080,0,0,10560,13920,0,14400,86160,107040,19680,15120,106560,96720,17760,0,18960,16080,0,20,6,46
404,0,12000,11280,0,13680,99120,103920,15360,12240,102960,90960,13440,0,12000,14160,0,0,12000,11280,0,13680,99120,103920,15360,12240,102960,90960,13440,0,12000,14160,0,19,5,46
405,0,3120,2880,0,5040,85920,93120,5040,4080,94080,96000,6960,0,5520,6720,0,0,3120,2880,0,5040,85920,93120,5040,4080,94080,96000,6960,0,5520,6720,0,15,5,46
406,0,10080,11520,0,12240,103440,95520,12960,11280,105600,94560,12960,0,12960,14640,0,0,10080,11520,0,12240,103440,95520,12960,11280,105600,94560,12960,0,12960,14640,0,19,5,46
407,0,34800,36480,0,36720,114000,104160,36480,37440,107280,98160,37920,0,34800,33360,240,0,34800,36480,0,36720,114000,104160,36480,37440,107280,98160,37920,0,34800,33360,240,27,7,46
408,0,4320,5040,0,6000,90480,95520,6480,4800,100080,104640,5760,0,5280,6480,0,0,4320,5040,0,6000,90480,95520,6480,4800,100080,104640,5760,0,5280,6480,0,16,5,46
409,0,4320,5520,0,5040,100800,102960,4560,6240,100320,92160,5760,0,5040,6960,0,0,4320,5520,0,5040,100800,102960,4560,6240,100320,92160,5760,0,5040,6960,0,17,5,46
